lea_name,lea_id,state,year,homeschool_students
Chino Valley Unified,0608460,CA,2018-19,126
Chino Valley Unified,0608460,CA,2019-20,123
Chino Valley Unified,0608460,CA,2020-21,237
Chino Valley Unified,0608460,CA,2021-22,215
Chino Valley Unified,0608460,CA,2022-23,232
Chowchilla Elementary,0608520,CA,2017-18,14
Chowchilla Elementary,0608520,CA,2018-19,10
Chowchilla Elementary,0608520,CA,2019-20,22
Chowchilla Elementary,0608520,CA,2020-21,37
Chowchilla Elementary,0608520,CA,2021-22,26
Chowchilla Elementary,0608520,CA,2022-23,24
Chowchilla Union High,0608550,CA,2017-18,3
Chowchilla Union High,0608550,CA,2018-19,2
Chowchilla Union High,0608550,CA,2019-20,5
Chowchilla Union High,0608550,CA,2020-21,3
Chowchilla Union High,0608550,CA,2021-22,1
Chualar Union,0608580,CA,2017-18,3
Chualar Union,0608580,CA,2018-19,3
Chualar Union,0608580,CA,2019-20,3
Chualar Union,0608580,CA,2020-21,4
Chula Vista Elementary,0608610,CA,2017-18,88
Chula Vista Elementary,0608610,CA,2018-19,84
Chula Vista Elementary,0608610,CA,2019-20,132
Chula Vista Elementary,0608610,CA,2020-21,283
Chula Vista Elementary,0608610,CA,2021-22,240
Chula Vista Elementary,0608610,CA,2022-23,218
Cienega Union Elementary,0608640,CA,2017-18,1
Cienega Union Elementary,0608640,CA,2018-19,2
Cienega Union Elementary,0608640,CA,2020-21,1
Cienega Union Elementary,0608640,CA,2021-22,1
Cienega Union Elementary,0608640,CA,2022-23,3
Cinnabar Elementary,0608700,CA,2017-18,1
Cinnabar Elementary,0608700,CA,2018-19,1
Cinnabar Elementary,0608700,CA,2019-20,1
Cinnabar Elementary,0608700,CA,2020-21,1
Cinnabar Elementary,0608700,CA,2021-22,1
Cinnabar Elementary,0608700,CA,2022-23,1
Claremont Unified,0608760,CA,2017-18,27
Claremont Unified,0608760,CA,2018-19,27
Claremont Unified,0608760,CA,2019-20,35
Claremont Unified,0608760,CA,2020-21,71
Claremont Unified,0608760,CA,2021-22,60
Claremont Unified,0608760,CA,2022-23,49
Clay Joint Elementary,0608850,CA,2017-18,2
Clay Joint Elementary,0608850,CA,2018-19,2
Clay Joint Elementary,0608850,CA,2019-20,3
Clay Joint Elementary,0608850,CA,2020-21,4
Clay Joint Elementary,0608850,CA,2021-22,4
Clay Joint Elementary,0608850,CA,2022-23,3
Clear Creek Elementary,0608880,CA,2017-18,3
Clear Creek Elementary,0608880,CA,2018-19,5
Clear Creek Elementary,0608880,CA,2019-20,6
Clear Creek Elementary,0608880,CA,2020-21,13
Clear Creek Elementary,0608880,CA,2021-22,12
Clear Creek Elementary,0608880,CA,2022-23,18
Cloverdale Unified,0608970,CA,2017-18,21
Cloverdale Unified,0608970,CA,2018-19,11
Cloverdale Unified,0608970,CA,2019-20,32
Cloverdale Unified,0608970,CA,2020-21,29
Cloverdale Unified,0608970,CA,2021-22,34
Cloverdale Unified,0608970,CA,2022-23,21
Clovis Unified,0609030,CA,2017-18,248
Clovis Unified,0609030,CA,2018-19,222
Clovis Unified,0609030,CA,2019-20,347
Clovis Unified,0609030,CA,2020-21,667
Clovis Unified,0609030,CA,2021-22,483
Clovis Unified,0609030,CA,2022-23,454
Coachella Valley Unified,0609070,CA,2017-18,10
Coachella Valley Unified,0609070,CA,2018-19,22
Coachella Valley Unified,0609070,CA,2019-20,35
Coachella Valley Unified,0609070,CA,2020-21,47
Coachella Valley Unified,0609070,CA,2021-22,54
Coachella Valley Unified,0609070,CA,2022-23,53
Coalinga-Huron Unified,0609120,CA,2017-18,23
Coalinga-Huron Unified,0609120,CA,2018-19,17
Coalinga-Huron Unified,0609120,CA,2019-20,18
Coalinga-Huron Unified,0609120,CA,2020-21,25
Coalinga-Huron Unified,0609120,CA,2021-22,22
Coalinga-Huron Unified,0609120,CA,2022-23,20
Coast Unified,0600049,CA,2017-18,6
Coast Unified,0600049,CA,2018-19,10
Coast Unified,0600049,CA,2019-20,23
Coast Unified,0600049,CA,2020-21,21
Coast Unified,0600049,CA,2021-22,24
Coast Unified,0600049,CA,2022-23,13
Coffee Creek Elementary,0609240,CA,2021-22,2
Coffee Creek Elementary,0609240,CA,2022-23,3
Cold Spring Elementary,0609270,CA,2019-20,2
Cold Spring Elementary,0609270,CA,2020-21,1
Cold Spring Elementary,0609270,CA,2021-22,5
Cold Spring Elementary,0609270,CA,2022-23,1
Colfax Elementary,0609300,CA,2017-18,11
Colfax Elementary,0609300,CA,2018-19,9
Colfax Elementary,0609300,CA,2019-20,7
Colfax Elementary,0609300,CA,2020-21,26
Colfax Elementary,0609300,CA,2021-22,37
Colfax Elementary,0609300,CA,2022-23,24
College Elementary,0609330,CA,2017-18,6
College Elementary,0609330,CA,2018-19,1
College Elementary,0609330,CA,2019-20,2
College Elementary,0609330,CA,2020-21,17
College Elementary,0609330,CA,2021-22,13
College Elementary,0609330,CA,2022-23,21
Colton Joint Unified,0609390,CA,2017-18,33
Colton Joint Unified,0609390,CA,2018-19,42
Colton Joint Unified,0609390,CA,2019-20,39
Colton Joint Unified,0609390,CA,2020-21,79
Colton Joint Unified,0609390,CA,2021-22,64
Colton Joint Unified,0609390,CA,2022-23,59
Columbia Elementary,0609450,CA,2017-18,16
Columbia Elementary,0609450,CA,2018-19,30
Columbia Elementary,0609450,CA,2019-20,50
Columbia Elementary,0609450,CA,2020-21,50
Columbia Elementary,0609450,CA,2021-22,59
Columbia Elementary,0609450,CA,2022-23,50
Columbia Union,0609480,CA,2017-18,3
Columbia Union,0609480,CA,2018-19,9
Columbia Union,0609480,CA,2019-20,27
Columbia Union,0609480,CA,2020-21,37
Columbia Union,0609480,CA,2021-22,37
Columbia Union,0609480,CA,2022-23,39
Colusa County Office Of Education,0691004,CA,2019-20,1
Colusa County Office Of Education,0691004,CA,2020-21,2
Colusa County Office Of Education,0691004,CA,2021-22,3
Colusa County Office Of Education,0691004,CA,2022-23,3
Colusa Unified,0609570,CA,2017-18,4
Colusa Unified,0609570,CA,2018-19,7
Colusa Unified,0609570,CA,2019-20,8
Colusa Unified,0609570,CA,2020-21,9
Colusa Unified,0609570,CA,2021-22,12
Colusa Unified,0609570,CA,2022-23,10
Compton Unified,0609620,CA,2017-18,19
Compton Unified,0609620,CA,2018-19,16
Compton Unified,0609620,CA,2019-20,29
Compton Unified,0609620,CA,2020-21,32
Compton Unified,0609620,CA,2021-22,39
Compton Unified,0609620,CA,2022-23,44
Conejo Valley Unified,0609640,CA,2017-18,136
Conejo Valley Unified,0609640,CA,2018-19,137
Conejo Valley Unified,0609640,CA,2019-20,178
Conejo Valley Unified,0609640,CA,2020-21,246
Conejo Valley Unified,0609640,CA,2021-22,195
Conejo Valley Unified,0609640,CA,2022-23,148
Contra Costa County Office Of Education,0691005,CA,2017-18,15
Contra Costa County Office Of Education,0691005,CA,2018-19,11
Contra Costa County Office Of Education,0691005,CA,2019-20,51
Contra Costa County Office Of Education,0691005,CA,2020-21,82
Contra Costa County Office Of Education,0691005,CA,2021-22,65
Contra Costa County Office Of Education,0691005,CA,2022-23,52
Corcoran Joint Unified,0609690,CA,2017-18,3
Corcoran Joint Unified,0609690,CA,2018-19,5
Corcoran Joint Unified,0609690,CA,2019-20,4
Corcoran Joint Unified,0609690,CA,2020-21,6
Corcoran Joint Unified,0609690,CA,2021-22,15
Corcoran Joint Unified,0609690,CA,2022-23,13
Corning Union Elementary,0609780,CA,2017-18,5
Corning Union Elementary,0609780,CA,2018-19,4
Corning Union Elementary,0609780,CA,2019-20,14
Corning Union Elementary,0609780,CA,2020-21,25
Corning Union Elementary,0609780,CA,2021-22,21
Corning Union Elementary,0609780,CA,2022-23,22
Corning Union High,0609810,CA,2017-18,6
Corning Union High,0609810,CA,2018-19,6
Corning Union High,0609810,CA,2019-20,7
Corning Union High,0609810,CA,2020-21,4
Corning Union High,0609810,CA,2021-22,8
Corning Union High,0609810,CA,2022-23,5
Corona-Norco Unified,0609850,CA,2017-18,211
Corona-Norco Unified,0609850,CA,2018-19,211
Corona-Norco Unified,0609850,CA,2019-20,331
Corona-Norco Unified,0609850,CA,2020-21,630
Corona-Norco Unified,0609850,CA,2021-22,440
Corona-Norco Unified,0609850,CA,2022-23,421
Coronado Unified,0609870,CA,2017-18,32
Coronado Unified,0609870,CA,2018-19,24
Coronado Unified,0609870,CA,2019-20,49
Coronado Unified,0609870,CA,2020-21,126
Coronado Unified,0609870,CA,2021-22,51
Coronado Unified,0609870,CA,2022-23,49
Cotati-Rohnert Park Unified,0609940,CA,2017-18,49
Cotati-Rohnert Park Unified,0609940,CA,2018-19,64
Cotati-Rohnert Park Unified,0609940,CA,2019-20,69
Cotati-Rohnert Park Unified,0609940,CA,2020-21,92
Cotati-Rohnert Park Unified,0609940,CA,2021-22,80
Cotati-Rohnert Park Unified,0609940,CA,2022-23,66
Cottonwood Union Elementary,0609990,CA,2017-18,8
Cottonwood Union Elementary,0609990,CA,2018-19,9
Cottonwood Union Elementary,0609990,CA,2019-20,12
Cottonwood Union Elementary,0609990,CA,2020-21,19
Cottonwood Union Elementary,0609990,CA,2021-22,43
Cottonwood Union Elementary,0609990,CA,2022-23,18
Covina-Valley Unified,0610050,CA,2017-18,17
Covina-Valley Unified,0610050,CA,2018-19,17
Covina-Valley Unified,0610050,CA,2019-20,34
Covina-Valley Unified,0610050,CA,2020-21,54
Covina-Valley Unified,0610050,CA,2021-22,48
Covina-Valley Unified,0610050,CA,2022-23,35
Cucamonga Elementary,0616300,CA,2017-18,7
Cucamonga Elementary,0616300,CA,2018-19,1
Cucamonga Elementary,0616300,CA,2019-20,17
Cucamonga Elementary,0616300,CA,2020-21,20
Cucamonga Elementary,0616300,CA,2021-22,28
Cucamonga Elementary,0616300,CA,2022-23,22
Cuddeback Union Elementary,0610230,CA,2017-18,4
Cuddeback Union Elementary,0610230,CA,2018-19,2
Cuddeback Union Elementary,0610230,CA,2019-20,3
Cuddeback Union Elementary,0610230,CA,2020-21,4
Cuddeback Union Elementary,0610230,CA,2021-22,6
Cuddeback Union Elementary,0610230,CA,2022-23,7
Culver City Unified,0610260,CA,2017-18,29
Culver City Unified,0610260,CA,2018-19,28
Culver City Unified,0610260,CA,2019-20,39
Culver City Unified,0610260,CA,2020-21,55
Culver City Unified,0610260,CA,2021-22,39
Culver City Unified,0610260,CA,2022-23,28
Cupertino Union,0610290,CA,2017-18,64
Cupertino Union,0610290,CA,2018-19,76
Cupertino Union,0610290,CA,2019-20,95
Cupertino Union,0610290,CA,2020-21,120
Cupertino Union,0610290,CA,2021-22,86
Cupertino Union,0610290,CA,2022-23,92
Curtis Creek Elementary,0610320,CA,2017-18,17
Curtis Creek Elementary,0610320,CA,2018-19,13
Curtis Creek Elementary,0610320,CA,2019-20,47
Curtis Creek Elementary,0610320,CA,2020-21,51
Curtis Creek Elementary,0610320,CA,2021-22,35
Curtis Creek Elementary,0610320,CA,2022-23,33
Cutler-Orosi Joint Unified,0610350,CA,2017-18,3
Cutler-Orosi Joint Unified,0610350,CA,2018-19,2
Cutler-Orosi Joint Unified,0610350,CA,2019-20,2
Cutler-Orosi Joint Unified,0610350,CA,2020-21,2
Cutler-Orosi Joint Unified,0610350,CA,2021-22,3
Cutler-Orosi Joint Unified,0610350,CA,2022-23,2
Cutten Elementary,0610380,CA,2017-18,4
Cutten Elementary,0610380,CA,2018-19,4
Cutten Elementary,0610380,CA,2019-20,13
Cutten Elementary,0610380,CA,2020-21,13
Cutten Elementary,0610380,CA,2021-22,8
Cutten Elementary,0610380,CA,2022-23,5
Cuyama Joint Unified,0600009,CA,2017-18,3
Cuyama Joint Unified,0600009,CA,2018-19,3
Cuyama Joint Unified,0600009,CA,2019-20,3
Cuyama Joint Unified,0600009,CA,2020-21,4
Cuyama Joint Unified,0600009,CA,2021-22,3
Cuyama Joint Unified,0600009,CA,2022-23,5
Cypress Elementary,0610440,CA,2017-18,23
Cypress Elementary,0610440,CA,2018-19,18
Cypress Elementary,0610440,CA,2019-20,34
Cypress Elementary,0610440,CA,2020-21,33
Cypress Elementary,0610440,CA,2021-22,36
Cypress Elementary,0610440,CA,2022-23,44
Davis Joint Unified,0610620,CA,2017-18,40
Davis Joint Unified,0610620,CA,2018-19,36
Davis Joint Unified,0610620,CA,2019-20,62
Davis Joint Unified,0610620,CA,2020-21,93
Davis Joint Unified,0610620,CA,2021-22,67
Davis Joint Unified,0610620,CA,2022-23,49
Death Valley Unified,0610680,CA,2017-18,4
Death Valley Unified,0610680,CA,2018-19,6
Death Valley Unified,0610680,CA,2019-20,5
Death Valley Unified,0610680,CA,2020-21,7
Death Valley Unified,0610680,CA,2021-22,4
Death Valley Unified,0610680,CA,2022-23,2
Dehesa Elementary,0610710,CA,2017-18,8
Dehesa Elementary,0610710,CA,2019-20,4
Dehesa Elementary,0610710,CA,2020-21,4
Dehesa Elementary,0610710,CA,2021-22,10
Dehesa Elementary,0610710,CA,2022-23,14
Del Mar Union Elementary,0610740,CA,2017-18,17
Del Mar Union Elementary,0610740,CA,2018-19,15
Del Mar Union Elementary,0610740,CA,2019-20,27
Del Mar Union Elementary,0610740,CA,2020-21,43
Del Mar Union Elementary,0610740,CA,2021-22,27
Del Mar Union Elementary,0610740,CA,2022-23,19
Del Norte County Office Of Education,0691063,CA,2017-18,9
Del Norte County Office Of Education,0691063,CA,2018-19,11
Del Norte County Office Of Education,0691063,CA,2019-20,10
Del Norte County Office Of Education,0691063,CA,2020-21,27
Del Norte County Office Of Education,0691063,CA,2021-22,24
Del Norte County Office Of Education,0691063,CA,2022-23,22
Del Norte County Unified,0610770,CA,2017-18,40
Del Norte County Unified,0610770,CA,2018-19,67
Del Norte County Unified,0610770,CA,2019-20,62
Del Norte County Unified,0610770,CA,2020-21,115
Del Norte County Unified,0610770,CA,2021-22,104
Del Norte County Unified,0610770,CA,2022-23,98
Delano Joint Union High,0610860,CA,2017-18,2
Delano Joint Union High,0610860,CA,2018-19,1
Delano Joint Union High,0610860,CA,2019-20,1
Delano Joint Union High,0610860,CA,2020-21,5
Delano Joint Union High,0610860,CA,2021-22,3
Delano Joint Union High,0610860,CA,2022-23,1
Delano Union Elementary,0610890,CA,2017-18,11
Delano Union Elementary,0610890,CA,2018-19,12
Delano Union Elementary,0610890,CA,2019-20,13
Delano Union Elementary,0610890,CA,2020-21,9
Delano Union Elementary,0610890,CA,2021-22,18
Delano Union Elementary,0610890,CA,2022-23,20
Delhi Unified,0600039,CA,2017-18,2
Delhi Unified,0600039,CA,2018-19,8
Delhi Unified,0600039,CA,2019-20,9
Delhi Unified,0600039,CA,2020-21,12
Delhi Unified,0600039,CA,2021-22,14
Delhi Unified,0600039,CA,2022-23,13
Delphic Elementary,0610980,CA,2018-19,2
Delphic Elementary,0610980,CA,2019-20,4
Delphic Elementary,0610980,CA,2020-21,2
Delphic Elementary,0610980,CA,2021-22,4
Delphic Elementary,0610980,CA,2022-23,4
Denair Unified,0611040,CA,2017-18,12
Denair Unified,0611040,CA,2018-19,16
Denair Unified,0611040,CA,2019-20,32
Denair Unified,0611040,CA,2020-21,32
Denair Unified,0611040,CA,2021-22,35
Denair Unified,0611040,CA,2022-23,17
Desert Center Unified,0611100,CA,2017-18,3
Desert Center Unified,0611100,CA,2018-19,2
Desert Center Unified,0611100,CA,2019-20,1
Desert Center Unified,0611100,CA,2021-22,1
Desert Center Unified,0611100,CA,2022-23,1
Desert Sands Unified,0611110,CA,2017-18,149
Desert Sands Unified,0611110,CA,2018-19,141
Desert Sands Unified,0611110,CA,2019-20,173
Desert Sands Unified,0611110,CA,2020-21,323
Desert Sands Unified,0611110,CA,2021-22,255
Desert Sands Unified,0611110,CA,2022-23,249
Dinuba Unified,0600065,CA,2017-18,14
Dinuba Unified,0600065,CA,2018-19,11
Dinuba Unified,0600065,CA,2019-20,18
Dinuba Unified,0600065,CA,2020-21,18
Dinuba Unified,0600065,CA,2021-22,18
Dinuba Unified,0600065,CA,2022-23,15
Dixie Elementary,0611220,CA,2018-19,12
Dixon Unified,0611280,CA,2017-18,17
Dixon Unified,0611280,CA,2018-19,18
Dixon Unified,0611280,CA,2019-20,37
Dixon Unified,0611280,CA,2020-21,72
Dixon Unified,0611280,CA,2021-22,59
Dixon Unified,0611280,CA,2022-23,51
Dos Palos Oro Loma Joint Unified,0600033,CA,2017-18,1
Dos Palos Oro Loma Joint Unified,0600033,CA,2018-19,1
Dos Palos Oro Loma Joint Unified,0600033,CA,2019-20,10
Dos Palos Oro Loma Joint Unified,0600033,CA,2020-21,7
Dos Palos Oro Loma Joint Unified,0600033,CA,2021-22,10
Dos Palos Oro Loma Joint Unified,0600033,CA,2022-23,7
Douglas City Elementary,0611430,CA,2017-18,1
Douglas City Elementary,0611430,CA,2018-19,1
Douglas City Elementary,0611430,CA,2019-20,5
Douglas City Elementary,0611430,CA,2020-21,5
Douglas City Elementary,0611430,CA,2021-22,3
Douglas City Elementary,0611430,CA,2022-23,4
Downey Unified,0611460,CA,2017-18,37
Downey Unified,0611460,CA,2018-19,49
Downey Unified,0611460,CA,2019-20,56
Downey Unified,0611460,CA,2020-21,91
Downey Unified,0611460,CA,2021-22,85
Downey Unified,0611460,CA,2022-23,78
Dry Creek Joint Elementary,0611490,CA,2017-18,24
Dry Creek Joint Elementary,0611490,CA,2018-19,30
Dry Creek Joint Elementary,0611490,CA,2019-20,46
Dry Creek Joint Elementary,0611490,CA,2020-21,79
Dry Creek Joint Elementary,0611490,CA,2021-22,94
Dry Creek Joint Elementary,0611490,CA,2022-23,81
Duarte Unified,0611520,CA,2017-18,6
Duarte Unified,0611520,CA,2018-19,10
Duarte Unified,0611520,CA,2019-20,4
Duarte Unified,0611520,CA,2020-21,16
Duarte Unified,0611520,CA,2021-22,9
Duarte Unified,0611520,CA,2022-23,19
Dublin Unified,0600019,CA,2017-18,53
Dublin Unified,0600019,CA,2018-19,44
Dublin Unified,0600019,CA,2019-20,80
Dublin Unified,0600019,CA,2020-21,119
Dublin Unified,0600019,CA,2021-22,83
Dublin Unified,0600019,CA,2022-23,77
Ducor Union Elementary,0611550,CA,2020-21,4
Dunham Elementary,0611610,CA,2019-20,1
Dunham Elementary,0611610,CA,2020-21,2
Dunham Elementary,0611610,CA,2021-22,1
Dunsmuir Elementary,0611670,CA,2017-18,4
Dunsmuir Elementary,0611670,CA,2018-19,7
Dunsmuir Elementary,0611670,CA,2019-20,2
Dunsmuir Elementary,0611670,CA,2020-21,11
Dunsmuir Elementary,0611670,CA,2021-22,9
Dunsmuir Elementary,0611670,CA,2022-23,20
Dunsmuir Joint Union High,0611700,CA,2017-18,3
Durham Unified,0611730,CA,2017-18,8
Durham Unified,0611730,CA,2018-19,8
Durham Unified,0611730,CA,2019-20,12
Durham Unified,0611730,CA,2020-21,22
Durham Unified,0611730,CA,2021-22,16
Durham Unified,0611730,CA,2022-23,17
Earlimart Elementary,0611760,CA,2018-19,1
Earlimart Elementary,0611760,CA,2019-20,2
Earlimart Elementary,0611760,CA,2020-21,1
Earlimart Elementary,0611760,CA,2021-22,3
Earlimart Elementary,0611760,CA,2022-23,4
East Nicolaus Joint Union High,0611780,CA,2017-18,1
East Nicolaus Joint Union High,0611780,CA,2018-19,2
East Nicolaus Joint Union High,0611780,CA,2019-20,1
East Nicolaus Joint Union High,0611780,CA,2022-23,1
East Side Union High,0611820,CA,2017-18,35
East Side Union High,0611820,CA,2018-19,57
East Side Union High,0611820,CA,2019-20,58
East Side Union High,0611820,CA,2020-21,67
East Side Union High,0611820,CA,2021-22,76
East Side Union High,0611820,CA,2022-23,86
East Whittier City Elementary,0611850,CA,2017-18,20
East Whittier City Elementary,0611850,CA,2018-19,7
East Whittier City Elementary,0611850,CA,2019-20,16
East Whittier City Elementary,0611850,CA,2020-21,47
East Whittier City Elementary,0611850,CA,2021-22,50
East Whittier City Elementary,0611850,CA,2022-23,61
Eastern Sierra Unified,0611870,CA,2017-18,7
Eastern Sierra Unified,0611870,CA,2018-19,9
Eastern Sierra Unified,0611870,CA,2019-20,20
Eastern Sierra Unified,0611870,CA,2020-21,35
Eastern Sierra Unified,0611870,CA,2021-22,24
Eastern Sierra Unified,0611870,CA,2022-23,26
Eastside Union Elementary,0611910,CA,2017-18,4
Eastside Union Elementary,0611910,CA,2018-19,3
Eastside Union Elementary,0611910,CA,2019-20,12
Eastside Union Elementary,0611910,CA,2020-21,31
Eastside Union Elementary,0611910,CA,2021-22,23
Eastside Union Elementary,0611910,CA,2022-23,33
Edison Elementary,0611940,CA,2018-19,2
Edison Elementary,0611940,CA,2019-20,1
Edison Elementary,0611940,CA,2020-21,8
Edison Elementary,0611940,CA,2021-22,4
Edison Elementary,0611940,CA,2022-23,4
El Centro Elementary,0612030,CA,2017-18,15
El Centro Elementary,0612030,CA,2018-19,12
El Centro Elementary,0612030,CA,2019-20,19
El Centro Elementary,0612030,CA,2020-21,25
El Centro Elementary,0612030,CA,2021-22,29
El Centro Elementary,0612030,CA,2022-23,25
El Dorado County Office Of Education,0691006,CA,2017-18,9
El Dorado County Office Of Education,0691006,CA,2018-19,22
El Dorado County Office Of Education,0691006,CA,2019-20,31
El Dorado County Office Of Education,0691006,CA,2020-21,52
El Dorado County Office Of Education,0691006,CA,2021-22,55
El Dorado County Office Of Education,0691006,CA,2022-23,54
El Dorado Union High,0612070,CA,2017-18,21
El Dorado Union High,0612070,CA,2018-19,25
El Dorado Union High,0612070,CA,2019-20,45
El Dorado Union High,0612070,CA,2020-21,67
El Dorado Union High,0612070,CA,2021-22,68
El Dorado Union High,0612070,CA,2022-23,68
El Monte City,0612090,CA,2017-18,16
El Monte City,0612090,CA,2018-19,21
El Monte City,0612090,CA,2019-20,21
El Monte City,0612090,CA,2020-21,34
El Monte City,0612090,CA,2021-22,37
El Monte City,0612090,CA,2022-23,30
El Monte Union High,0612120,CA,2017-18,2
El Monte Union High,0612120,CA,2018-19,5
El Monte Union High,0612120,CA,2019-20,1
El Monte Union High,0612120,CA,2020-21,2
El Monte Union High,0612120,CA,2021-22,2
El Monte Union High,0612120,CA,2022-23,1
El Nido Elementary,0612150,CA,2019-20,1
El Rancho Unified,0612180,CA,2017-18,8
El Rancho Unified,0612180,CA,2018-19,10
El Rancho Unified,0612180,CA,2019-20,13
El Rancho Unified,0612180,CA,2020-21,23
El Rancho Unified,0612180,CA,2021-22,25
El Rancho Unified,0612180,CA,2022-23,19
El Segundo Unified,0612210,CA,2017-18,9
El Segundo Unified,0612210,CA,2018-19,10
El Segundo Unified,0612210,CA,2019-20,17
El Segundo Unified,0612210,CA,2020-21,34
El Segundo Unified,0612210,CA,2021-22,17
El Segundo Unified,0612210,CA,2022-23,21
El Tejon Unified,0600026,CA,2017-18,25
El Tejon Unified,0600026,CA,2018-19,18
El Tejon Unified,0600026,CA,2019-20,29
El Tejon Unified,0600026,CA,2020-21,46
El Tejon Unified,0600026,CA,2021-22,58
El Tejon Unified,0600026,CA,2022-23,62
Elk Grove Unified,0612330,CA,2017-18,202
Elk Grove Unified,0612330,CA,2018-19,170
Elk Grove Unified,0612330,CA,2019-20,259
Elk Grove Unified,0612330,CA,2020-21,394
Elk Grove Unified,0612330,CA,2021-22,400
Elk Grove Unified,0612330,CA,2022-23,317
Elk Hills Elementary,0612360,CA,2018-19,1
Elk Hills Elementary,0612360,CA,2020-21,1
Elkins Elementary,0612420,CA,2018-19,2
Elverta Joint Elementary,0612600,CA,2017-18,3
Elverta Joint Elementary,0612600,CA,2018-19,3
Elverta Joint Elementary,0612600,CA,2019-20,4
Elverta Joint Elementary,0612600,CA,2020-21,9
Elverta Joint Elementary,0612600,CA,2021-22,12
Elverta Joint Elementary,0612600,CA,2022-23,22
Emery Unified,0612630,CA,2017-18,11
Emery Unified,0612630,CA,2018-19,8
Emery Unified,0612630,CA,2019-20,9
Emery Unified,0612630,CA,2020-21,8
Emery Unified,0612630,CA,2021-22,8
Emery Unified,0612630,CA,2022-23,12
Empire Union Elementary,0612690,CA,2017-18,16
Empire Union Elementary,0612690,CA,2018-19,54
Empire Union Elementary,0612690,CA,2019-20,31
Empire Union Elementary,0612690,CA,2020-21,47
Empire Union Elementary,0612690,CA,2021-22,57
Empire Union Elementary,0612690,CA,2022-23,53
Encinitas Union Elementary,0612750,CA,2017-18,29
Encinitas Union Elementary,0612750,CA,2018-19,31
Encinitas Union Elementary,0612750,CA,2019-20,80
Encinitas Union Elementary,0612750,CA,2020-21,170
Encinitas Union Elementary,0612750,CA,2021-22,89
Encinitas Union Elementary,0612750,CA,2022-23,60
Enterprise Elementary,0612810,CA,2017-18,52
Enterprise Elementary,0612810,CA,2018-19,49
Enterprise Elementary,0612810,CA,2019-20,75
Enterprise Elementary,0612810,CA,2020-21,118
Enterprise Elementary,0612810,CA,2021-22,190
Enterprise Elementary,0612810,CA,2022-23,122
Escalon Unified,0612840,CA,2017-18,14
Escalon Unified,0612840,CA,2018-19,18
Escalon Unified,0612840,CA,2019-20,33
Escalon Unified,0612840,CA,2020-21,44
Escalon Unified,0612840,CA,2021-22,44
Escalon Unified,0612840,CA,2022-23,44
Escondido Union,0612880,CA,2017-18,160
Escondido Union,0612880,CA,2018-19,159
Escondido Union,0612880,CA,2019-20,177
Escondido Union,0612880,CA,2020-21,256
Escondido Union,0612880,CA,2021-22,283
Escondido Union,0612880,CA,2022-23,229
Escondido Union High,0612910,CA,2017-18,18
Escondido Union High,0612910,CA,2018-19,31
Escondido Union High,0612910,CA,2019-20,27
Escondido Union High,0612910,CA,2020-21,28
Escondido Union High,0612910,CA,2021-22,32
Escondido Union High,0612910,CA,2022-23,38
Esparto Unified,0612930,CA,2017-18,13
Esparto Unified,0612930,CA,2018-19,12
Esparto Unified,0612930,CA,2019-20,10
Esparto Unified,0612930,CA,2020-21,13
Esparto Unified,0612930,CA,2021-22,12
Esparto Unified,0612930,CA,2022-23,13
Etiwanda Elementary,0612960,CA,2017-18,25
Etiwanda Elementary,0612960,CA,2018-19,29
Etiwanda Elementary,0612960,CA,2019-20,45
Etiwanda Elementary,0612960,CA,2020-21,82
Etiwanda Elementary,0612960,CA,2021-22,87
Etiwanda Elementary,0612960,CA,2022-23,83
Eureka City Schools,0600052,CA,2017-18,36
Eureka City Schools,0600052,CA,2018-19,30
Eureka City Schools,0600052,CA,2019-20,42
Eureka City Schools,0600052,CA,2020-21,68
Eureka City Schools,0600052,CA,2021-22,80
Eureka City Schools,0600052,CA,2022-23,78
Eureka Union,0613080,CA,2017-18,11
Eureka Union,0613080,CA,2018-19,11
Eureka Union,0613080,CA,2019-20,27
Eureka Union,0613080,CA,2020-21,50
Eureka Union,0613080,CA,2021-22,43
Eureka Union,0613080,CA,2022-23,34
Evergreen Elementary,0613140,CA,2017-18,39
Evergreen Elementary,0613140,CA,2018-19,32
Evergreen Elementary,0613140,CA,2019-20,37
Evergreen Elementary,0613140,CA,2020-21,52
Evergreen Elementary,0613140,CA,2021-22,39
Evergreen Elementary,0613140,CA,2022-23,38
Evergreen Union,0613170,CA,2017-18,24
Evergreen Union,0613170,CA,2018-19,31
Evergreen Union,0613170,CA,2019-20,36
Evergreen Union,0613170,CA,2020-21,60
Evergreen Union,0613170,CA,2021-22,61
Evergreen Union,0613170,CA,2022-23,57
Exeter Unified,0601423,CA,2017-18,35
Exeter Unified,0601423,CA,2018-19,50
Exeter Unified,0601423,CA,2019-20,41
Exeter Unified,0601423,CA,2020-21,66
Exeter Unified,0601423,CA,2021-22,45
Exeter Unified,0601423,CA,2022-23,44
Fairfax Elementary,0613290,CA,2017-18,6
Fairfax Elementary,0613290,CA,2018-19,5
Fairfax Elementary,0613290,CA,2019-20,9
Fairfax Elementary,0613290,CA,2020-21,3
Fairfax Elementary,0613290,CA,2021-22,12
Fairfax Elementary,0613290,CA,2022-23,5
Fairfield-Suisun Unified,0613360,CA,2017-18,105
